Station_Name	latitude	longitude
Tooley Street, Bermondsey	51.50379426125131	-0.08099581378862186
North Wharf Road, Paddington	51.51885286831958	-0.1752756192499314
Royal Avenue 2, Chelsea	51.48971001221318	-0.1625899785024103
Smith Square, Westminster	51.49569832462358	-0.1273057214374104
Royal London Hospital, Whitechapel	51.51846000000006	-0.059939999999926385
Kingsway, Covent Garden	51.511625042889094	-0.12248491874079548
Lambeth North Station, Waterloo	51.49884000000003	-0.11184999999994716
St. John's Wood Road, St. John's Wood	51.529857268374734	-0.16945399559088795
Bedford Way, Bloomsbury	51.52273415908602	-0.12721543764300167
Elizabeth Bridge, Victoria	51.49203289197314	-0.14634188796577616
South Audley Street, Mayfair	51.506575050999686	-0.15047490138117325
Winsland Street, Paddington	51.51707106160709	-0.17441014892623657
Claverton Street, Pimlico	51.486683972200694	-0.13786967740312703
Montpelier Street, Knightsbridge	51.49955174270552	-0.16589959921981867
Kensington Olympia Station, Olympia	51.49792000255451	-0.210389960655192
St. George's Square, Pimlico	51.48887325090203	-0.13584915252544078
Swan Street, The Borough	51.49944788852908	-0.094274053729025
Knaresborough Place, Earl's Court	51.4940161799746	-0.1909782985566466
Geraldine Street, Elephant & Castle	51.49622505600388	-0.10586993308081105
Curlew Street, Shad Thames	51.50255971307175	-0.07391733072618933
Vincent Square, Westminster	51.49286529051331	-0.13385605925643115
Marylebone Lane, Marylebone	51.51515704491593	-0.14873925011721797
Putney Pier, Wandsworth	51.45682000000005	-0.1945199999999545
Albert Gate, Hyde Park	51.50248491171045	-0.1584881405571614
Kennington Lane Tesco, Vauxhall	51.48690000000005	-0.11488999999994576
Rathbone Street, Fitzrovia	51.51838175102152	-0.13543946059566786
Black Lion Gate, Kensington Gardens	51.50466003758119	-0.19786991188203729
Long Lane , Bermondsey	51.49981398242096	-0.08707378717803328
Embankment (Savoy), Strand	51.46870475972963	-0.21899708193800918
Black Prince Road, Vauxhall	51.492192876755404	-0.12057312761840791
Foley Street, Fitzrovia	51.51958446389492	-0.13956759489861176
Grove End Road, St. John's Wood	51.53166806252695	-0.17698650998887258
Wells Street, Fitzrovia	51.51605076233914	-0.13694184508661433
Tyers Gate, Bermondsey	51.500988159098654	-0.0827371206828176
The Tennis Courts, The Regent's Park	51.53354000000007	-0.1460599999999772
Dickens Square, Borough	51.49952991228551	-0.09750461553865435
Sackville Street, Mayfair	51.50953014818027	-0.1383135276572177
Baldwin Street, St. Luke's	51.526906039402945	-0.08917064483250164
Queen Mother Sports Centre, Victoria	51.49391000000003	-0.1404399999999555
Bermondsey Street, Bermondsey	51.50355640527963	-0.08294448716750566
Palissy Street, Shoreditch	51.52496000000008	-0.08140999999994847
Clifton Street, Shoreditch	51.522393397184494	-0.08322902559020087
Ontario Street, Elephant & Castle	51.497122936058624	-0.10095842686472861
St. Martin's Street, West End	51.509324971673706	-0.12991561150909187
Graham Street, Angel	51.53135663141633	-0.09837899255138675
New North Road 1, Hoxton	51.53235001095214	-0.08651004176888932
New North Road 2, Hoxton	51.5398200049716	-0.09417998608861922
Prince Albert Road, The Regent's Park	51.53749897635871	-0.15124397627892489
Eastbourne Mews, Paddington	51.51656910499024	-0.1794266882258843
Bunhill Row, Moorgate	51.52491235281757	-0.09061801232457342
Nevern Place, Earl's Court	51.492973314885035	-0.1957419803303342
Palace Gardens Terrace, Notting Hill	51.50919001619761	-0.19438999714068927
Concert Hall Approach 1, South Bank	51.50483767272653	-0.1152161775744206
Tavistock Street, Covent Garden	51.51177082941133	-0.12104837772255214
Concert Hall Approach 2, South Bank	51.50483767272653	-0.1152161775744206
Pembridge Villas, Notting Hill	51.51375622668813	-0.19677376739663435
Wellington Street , Strand	51.489329312487314	0.06490055784421185
Risinghill Street, Angel	51.533270347974295	-0.11198001672177127
Bank of England Museum, Bank	51.51446000000004	-0.08757999999994581
Craven Street, Strand	51.507487722672984	-0.12487550202371374
London Zoo Car Park, The Regent's Park	51.536735749362435	-0.14918847028089213
Goswell Road (City Uni), Finsbury	51.53186045261644	-0.10567314717837877
Flood Street, Chelsea	51.48666220056885	-0.16572837757525752
Lower Marsh, Waterloo	51.50088324307885	-0.11267019767438902
Grosvenor Square, Mayfair	51.51085784136912	-0.1514801067135132
St. George Street, Mayfair	51.51327190244881	-0.14358313038637252
Queen's Gate, Kensington Gardens	51.4979405268669	-0.17963061771252387
Macclesfield Rd, St Lukes	51.52873079929507	-0.09671874460328633
Vauxhall Street, Vauxhall	51.48449849162877	-0.12019011534799122
Greycoat Street , Westminster	51.49480592575926	-0.13423312706436308
Northumberland Avenue, Strand	51.56538531297869	0.03831278983116574
Oval Way, Vauxhall	51.479510989284115	-0.11881366544186212
South Kensington Station, South Kensington	51.494178874085115	-0.17403257280859669
Howland Street, Fitzrovia	51.52153449693139	-0.13751495402007552
High Holborn , Covent Garden	51.51649491843066	-0.12396015410640186
Butler Place, Westminster	51.50030000000004	-0.12480999999996811
Howick Place, Westminster	51.50030000000004	-0.12480999999996811
Waterloo Station 2, Waterloo	51.50282000000004	-0.1110999999999649
Royal College Street, Camden Town	51.53956052995176	-0.136439065882979
Lord's, St. John's Wood	51.529049577859965	-0.17063361287501821
Alfred Place, Bloomsbury	51.52009136371645	-0.1327720647072731
City Road, Angel	51.524730000000034	-0.08753999999993312
Millennium Hotel, Mayfair	51.51018000000005	-0.15115999999994756
Harrowby Street, Marylebone	51.517429417636045	-0.16404721862985028
Harriet Street, Knightsbridge	51.50024620600177	-0.15930023394569112
Paddington Green, Paddington	51.52059000000003	-0.1757199999999557
King Edward Walk, Waterloo	51.49749627210836	-0.10994141059373935
Sardinia Street, Holborn	51.51508042277516	-0.11812463703579845
Prince Consort Road, Knightsbridge	51.49990274743815	-0.1765433951517505
Waterloo Station 1, Waterloo	51.50282000000004	-0.1110999999999649
Kensington Town Hall, Kensington	51.50212000000005	-0.19438999999994167
Millbank Tower, Pimlico	51.492479979755586	-0.1256800164122467
Waterloo Bridge, South Bank	51.506997624516515	-0.1154677335144428
Natural History Museum, South Kensington	51.496120000000076	-0.1763899999999694
Turquoise Island, Notting Hill	51.512440000000026	-0.20638999999994212
Stanhope Gate, Mayfair	51.50656649783646	-0.15184733415783688
Charlotte Street, Fitzrovia	51.51868376793466	-0.13499358459729502
Farm Street, Mayfair	51.50948951205227	-0.14830181439344195
Frith Street, Soho	51.514415043180065	-0.13204489840755684
Marloes Road, Kensington	51.49557957632207	-0.1922463221013249
Moor Street, Soho	51.513490404816345	-0.129976295805677
Fire Brigade Pier, Vauxhall	51.476230000000044	-0.13055999999994583
Southampton Street, Strand	51.511311585298856	-0.12246112704799722
Upper Grosvenor Street, Mayfair	51.51053222738605	-0.15341855429884346
Buxton Street 1, Shoreditch	51.52160001058206	-0.06949000063795552
Imperial College, Knightsbridge	51.50183604504043	-0.16645394866537083
Snow Hill, Farringdon	51.51726661965783	-0.10354383695637816
Aberdeen Place, St. John's Wood	51.52518887797273	-0.17574103069759936
Cadogan Gardens, Chelsea	51.493290594625975	-0.16048183171825992
Shouldham Street, Marylebone	51.51828334252768	-0.16394716261321501
Devonshire Terrace, Bayswater	51.51403173291055	-0.18030583428687663
Holland Park, Kensington	51.50151000000005	-0.20610999999996693
Brick Lane Market, Shoreditch	51.522350000000074	-0.07162999999997055
George Street, Marylebone	51.51688091206675	-0.15884030325490348
Columbia Road, Shoreditch	51.52496000000008	-0.08140999999994847
Penfold Street, Marylebone	51.5214722517416	-0.16959201278554673
George Place Mews, Marylebone	51.51688091206675	-0.15884030325490348
Palace Gate, Kensington Gardens	51.50065014152738	-0.18401120492661813
Gloucester Road Station, South Kensington	51.494620000000054	-0.18261999999992895
Paddington Green Police Station, Paddington	51.52028000000007	-0.17070999999992864
Strata, Elephant & Castle	51.49294999497613	-0.0994999800340679
Edgware Road Station, Marylebone	51.523840000000064	-0.15756999999996424
Walworth Road, Elephant & Castle	51.49328867269186	-0.10039238927673848
Cleaver Street, Kennington	51.48826330331714	-0.11025309304254158
Chelsea Bridge, Pimlico	51.4850802616425	-0.14988723443162244
Southwark Station 1, Southwark	51.50541000000004	-0.08918999999997368
Southwark Station 2, Southwark	51.50541000000004	-0.08918999999997368
Eaton Square (South), Belgravia	51.49421560133399	-0.15389620580071411
Ebury Bridge, Pimlico	51.49038880215406	-0.14890740660224944
Harrington Square 2, Camden Town	51.53325435423536	-0.1383584716792168
Vincent Street, Pimlico	51.515171515087154	0.015073942052590232
Cheapside, Bank	51.51367000000005	-0.09160999999994601
Exhibition Road, Knightsbridge	51.50150000861859	-0.17456790157211047
South Parade, Chelsea	51.48960886698187	-0.17375286658931752
Crinan Street, King's Cross	51.53424548438012	-0.12167219506985501
Exhibition Road Museums, South Kensington	51.49754000000007	-0.1745899999999665
Wren Street, Holborn	51.51651000000004	-0.11967999999995982
Kennington Station, Kennington	51.488230000000044	-0.1059699999999566
Red Lion Street, Holborn	51.51923263717756	-0.11704096323778508
Vauxhall Walk, Vauxhall	51.48449849162877	-0.12019011534799122
Killick Street, King's Cross	51.5328412197559	-0.11851840106211277
Kennington Oval, Oval	51.483310000000074	-0.1139499999999316
Sail Street, Vauxhall	51.487387451548905	-0.11673654674057693
Walmer Road, Avondale	51.51198113872162	-0.2121894519664592
Philpot Street, Whitechapel	51.51608530964979	-0.05898458600969342
Bethnal Green Garden, Bethnal Green	51.52730000000008	-0.0554899999999634
Cheshire Street, Bethnal Green	51.52373507814853	-0.06801297774463809
York Hall, Bethnal Green	51.52971997928327	-0.05504999312341852
Jubilee Crescent, Cubitt Town	51.4935198799971	-0.008144207331370515
Fisherman's Walk West, Canary Wharf	51.50600720653289	-0.022824549070002993
Shadwell Station, Shadwell	51.5112	-0.0569
Jubilee Street, Stepney	51.51452191937656	-0.053230806129419786
Hermitage Court, Wapping	51.5041218770663	-0.06314507584939359
St. Katharine's Way, Tower	51.506590000000074	-0.07409999999993033
Garnet Street, Shadwell	51.50951003726084	-0.05525493065606213
Napier Avenue, Millwall	51.48830314437318	-0.02085097526826876
East Ferry Road, Cubitt Town	51.498511646136414	-0.010874067515281905
Parkway, Camden Town	51.53745209370673	-0.14534563279709412
Castlehaven Road, Camden Town	51.5439732126437	-0.1441323279732673
Wapping Lane, Wapping	51.50940004573641	-0.056894933831358685
Gunmakers Lane, Old Ford	51.53570661896318	-0.034064999319723815
Burdett Road, Mile End	51.514174460170835	-0.028138582694824193
Aston Street, Stepney	51.51790061010379	-0.038388820323239835
Bonny Street, Camden Town	51.54175801396664	-0.13963011146266324
Thurtle road, Haggerston	51.533673911585886	-0.07164685923041922
St. Mary & St. Michael Church, Stepney	51.5971650470035	-0.2019799361946042
Pitfield Street North,Hoxton	51.53402012363526	-0.08292236256599442
Whiston Road, Haggerston	51.53501157585488	-0.07000756417790449
Southern Grove, Bow	51.52348120408944	-0.030663955443238012
